,slang,formal
3499,meluk,memeluk
3500,"membanding""",membanding-banding
3501,menasehati,menasihati
3502,menbelah,membelah
3503,mencarut2 , mencarut
3504,mendam,memendam
3505,mendapatkn,mendapatkan
3506,mending , lebih baik
3507,mendj,menjadi
3508,mendpt , mendapat
3509,menegerti,mengerti
3510,mengait2kan,mengait-ngaitkan
3511,mengalahkn,mengalahkan
3512,mengherthii,mengerti
3513,menghilangkn,menghilangkan
3514,mengikutii,mengikuti
3515,mengirusi,mengurusi
3516,mengncang,mengencang
3517,mengperbolehkan,memperbolehkan
3518,menjdi,menjadi
3519,menjdi , menjadi
3520,menjelekan,menjelekkan
3521,menklarifikasi , mengklarifikasi
3522,menolak , tolak
3523,menpora , menteri pemuda dan olahraga
3524,menristek ," mentri riset, teknologi dan pendidikan"
3525,mensos , menteri sosial
3526,"mentah""",mentah-mentah
3527,"mentang""",mentang-mentang
3528,mentri,menteri
3529,menurur,menurut
3530,menyebut2,menyebut-nyebut
3531,menyenangkn,menyenangkan
3532,mepet , dekat sekali
3533,meranin,memerankan
3534,mereka2,mereka-mereka
3535,merekaa,mereka
3536,merekaaaa,mereka
3537,merekak,mereka
3538,meriahh,meriah
3539,merindinggg,merinding
3540,merka,mereka
3541,merrid,merit
3542,mesjid , masjid
3543,mesrany,mesranya
3544,met,selamat
3545,met , selamat
3546,metro , metropolitan
3547,mf,maaf
3548,mff,maaf
3549,mg,moga
3550,mga,
3551,mgk,mungkin
3552,mgkin,mungkin
3553,mgkin , mungkin
3554,mgkn,mungkin
3555,mgkn , mungkin
3556,mgu , minggu
3557,mh,mah
3558,mhn , mohon
3559,miara,memiara
3560,migas , minyak dan gas bumi
3561,miker , minuman keras
3562,mikir2,memikir-mikir
3563,mikirin,memikirkan
3564,mikirinnn,memikirkan
3565,mikol , minuman beralkohol
3566,milih,memilih
3567,milikin,memiliki
3568,milis , mailing list
3569,mimin,admin
3570,mimpiii,mimpi
3571,minpi,mimpi
3572,minta,meminta
3573,mintk,minta
3574,"minyak""an",minyak-minyakan
3575,miras , minuman keras
3576,miriiiiip,mirip
3577,miriiiip,mirip
3578,miriiippp,mirip
3579,miriip,mirip
3580,miring2,miring-miring
3581,miriplahhhhhh,miriplah
3582,miripp,mirip
3583,mirippp,mirip
3584,miripppp,mirip
3585,mirp,mirip
3586,mitnah,memfitnah
3587,miumi ,majelis intelektual dan ulama muda indonesia
3588,mjadikan , menjadikan
3589,mjd,menjadi
3590,mjd , menjadi
3591,mk,maka
3592,mk.a,makanya
3593,mkanya,makanya
3594,mkin,makin
3595,mkir,memikir
3596,mkn,makin
3597,mknya,makanya
3598,mksd,maksud
3599,mksd , maksud
3600,mksdku,maksudku
3601,mksdny,maksudnya
3602,mksdnya,maksudnya
3603,mksdx,maksudnya
3604,mksh,terima kasih
3605,mksih,terima kasih
3606,mkst,maksud
3607,mksud,maksud
3608,mlah,malah
3609,mlah , malah
3610,mlalui , melalui
3611,mlepaskan,melepaskan
3612,mlh,malah
3613,mlikk,milik
3614,mlm,malam
3615,mlm , malam
3616,mls , malas
3617,mlt.a,mulutnya
3618,mlu,malu
3619,mlu,melulu
3620,mlz,malas
3621,mmang,memang
3622,mmbanggakan,membanggakan
3623,mmbela,membela
3624,mmberi,memberi
3625,mmberikan,memberikan
3626,mmberikn,memberikan
3627,mmbodohkan,membodohkan
3628,mmbuat , membuat
3629,mmg,memang
3630,mmg , memang
3631,mmng , memang
3632,mmperbaiki,memperbaiki
3633,mmz,mas
3634,mn,mana
3635,mna,mana
3636,mnambh,menambah
3637,mncoba,mencoba
3638,mndaptkan,mendapatkan
3639,mnding,mending
3640,mndpat,mendapat
3641,mndpt,mendapat
3642,mndukung , mendukung
3643,mnerima,menerima
3644,mngajarkan , mengajarkan
3645,mngalami,mengalami
3646,mngasi,mengasih
3647,mngerti,mengerti
3648,mnghina,menghina
3649,mngikuti,mengikuti
3650,mngira,mengira
3651,mngkannya,mangkanya
3652,mngkin,mungkin
3653,mngkn , mungkin
3654,mngubah,mengubah
3655,mnilai,menilai
3656,mninggal , meninggal
3657,mnipu , tipu
3658,mnis2nya,manis-manisnya
3659,mnisss,manis
3660,mnjadi,menjadi
3661,mnjawab,menjawab
3662,mnjd , menjadi
3663,mnjdi,menjadi
3664,mnjdkan,menjadikan
3665,mnjijikaaaaaan,menjijikkan
3666,mnjmput,menjemput
3667,mnjual,menjual
3668,mnolak , menolak
3669,mnolak , tolak
3670,mnrtkuu,menurutku
3671,mnrtmu , menurutmu
3672,mnt,minta
3673,mnt , minta
3674,mnta,minta
3675,mntn,mantan
3676,mntri,menteri
3677,mnusuk,menusuk
3678,mnutup,menutup
3679,mnyumbang , menyumbang
3680,mo,mau
3681,mo , mau
3682,modar , mati
3683,model2,model-model
3684,modes,modis
3685,moga , semoga
3686,moge , motor gede
3687,mohom,mohon
3688,mokad , mati
3689,mokat , mati
3690,moqa,moga
3691,moso , masa
3692,mosok , masa
3693,most , paling
3694,motret,memotret
3695,mpe , sampai
3696,mpr , majelis permusyawaratan rakyat
3697,mrah,marah
3698,mrangkul,merangkul
3699,mreka,mereka
3700,mrekaa,mereka
3701,mrekaaaa,mereka
3702,mrip,mirip
3703,mrit,merit
3704,mrk,mereka
3705,mrk , mereka
3706,mrka,mereka
3707,mrnghadapi,menghadapi
3708,mrusak,merusak
3709,ms,masih
3710,"ms""",masa-masa
3711,msa,masa
3712,msalah,masalah
3713,msg2,masing-masing
3714,msh,masih
3715,msh , masih
3716,msih,masih
3717,msk,masuk
3718,msk , masuk
3719,mskasih,terima kasih
3720,msknya,masaknya
3721,mskpn , meskipun
3722,mslh,masalah
3723,mslh , masalah
3724,mslhnya,masalahnya
3725,msng2 , masing-masing
3726,mst,mesti
3727,msuh , musuh
3728,msuk,masuk
3729,mt , makan teman
3730,mtanya,matanya
3731,mti,mati
3732,muahal , mahal
3733,mualll,mual
3734,muantaap,mantap
3735,muantteepp,mantap
3736,mubes , musyawarah besar
3737,mudaa,muda
3738,"mudah""an",mudah-mudahan
3739,"mudah""n",mudah-mudahan
3740,mudah2,mudah-mudah
3741,mudah2an,mudah-mudahan
3742,mudah2n,mudah-mudahan
3743,"mudh""an",mudah-mudahan
3744,muga,moga
3745,mui , majelis ulama indonesia
3746,"muka""",muka-muka
3747,muka2,muka-muka
3748,mukae,mukanya
3749,mukanyaa,mukanya
3750,mukax,mukanya
3751,muke,muka
3752,muker , musyawarah kerja
3753,muliany,mulianya
3754,mulu , melulu
3755,mulusssss,mulus
3756,mulut2,mulut-mulut
3757,mulutny,mulutnya
3758,mulutnyaaa,mulutnya
3759,muluuu,melulu
3760,mumet , pusing
3761,mumpung , selagi
3762,muna,munafik
3763,muna , munafik
3764,munaafikk,munafik
3765,munafikk,munafik
3766,munas , musyawarah nasional
3767,munaslub , musyawarah nasional luar biasa
3768,munfik , munafik
3769,mungki,mungkin
3770,mungkiin,mungkin
3771,muntaber , muntah dan berak
3772,mupeng,muka pengin
3773,muraaaaah,murah
3774,murahhh,murah
3775,murhan,murahan
3776,murmer,murah meriah
3777,musda , musyawarah daerah
3778,musti , mesti
3779,muter2 , muter-muter
3780,mutihin,memutihkan
3781,mutuain,memutuskan
3782,mutusin,memutuskan
3783,muup , maaf
3784,muupz , maaf
3785,muuuu,mu
3786,muuv , maaf
3787,mw,mau
3788,mw , mau
3789,mw , now watching
3790,mz,mas
3791,mz , mas
3792,n,dan
3793,n , dan
3794,na,nya
3795,na , nya
3796,naaaa,nya
3797,naaaaahh,nah
3798,naaaak,nak
3799,naaahhh,nah
3800,naas , nahas
3801,naek,naik
3802,nafass,nafas
3803,nafkahin,menafkahi
3804,naggung,menanggung
3805,nagiss,menangis
3806,nahan,menahan
3807,nahannnn,tahan
3808,nahh,nah
3809,nahhh,nah
3810,najiss,najis
3811,nak , hendak
3812,naka,nakal
3813,naksir,menaksir
3814,nakutin,menakutkan
3815,nal , kenal
3816,"nama""",nama-nama
3817,nama.a,namanya
3818,namain,menamai
3819,namain,namai
3820,nama'in,namai
3821,namany,namanya
3822,namax,namanya
3823,nambah,bertambah
3824,nambah,menambah
3825,nambahh,bertambah
3826,namnya,namanya
3827,nampak,menampak
3828,nampar,menampar
3829,nan , dan
3830,nanam , menanam
3831,nanget,banget
3832,nanggepin,menanggapi
3833,nangiiiiis,menangis
3834,nangiiis,menangis
3835,nangiis,menangis
3836,nangis,menangis
3837,nangis , menangis
3838,"nangis""",menangis-nangis
3839,nangiss,menangis
3840,nangisss,menangis
3841,nantangin,menantang
3842,nantii,nanti
3843,nantiii,nanti
3844,nantik,nanti
3845,nanya,tanya
3846,nanya,bertanya
3847,nanya , bertanya
3848,naon , apa
3849,napa,kenapa
3850,napa , kenapa
3851,napi , narapidana
3852,napol , narapidana politik
3853,napsuu,napsu
3854,Napza , narkoba psikotropika dan zat adiktif
3855,napza ," narkotika, alkohol, psikotropika, dan zat adiktif"
3856,naq , anak
3857,nari,menari
3858,narik,menarik
3859,narkoba ," narkotika, psikotropika, dan obat terlarang"
3860,narsis , bangga pada diri sendiri
3861,nasehatin,menasihati
3862,nasgor , nasi goreng
3863,Nasihat , nasehat
3864,natap,menatap
3865,naturalllll,natural
3866,nawarin,menawari
3867,nax , anak
3868,ncek,encek
3869,nd,indak
3870,nda,indak
3871,nda , tidak
3872,ndak,indak
3873,ndak,tidak
3874,ndak , tidak
3875,ndiri , sendiri
3876,ndukung,mendukung
3877,ndut,gendut
3878,ndut , gendut
3879,ne,ini
3880,ne , ini
3881,nee,ini
3882,negri,negeri
3883,negri , negeri
3884,neh,nih
3885,neko2,neko-neko
3886,nekolim , neokolonialisme
3887,nekolin , neokolonialisme
3888,nelfon , menelepon
3889,nembak,menembak
3890,nembak , menyatakan cinta
3891,nempel,menempel
3892,nemuin,menemukan
3893,"nenek""",nenek-nenek
3894,nenek2,nenek-nenek
3895,nengok,menengok
3896,nentuin,menentukan
3897,nerawang,menerawang
3898,nerima,menerima
3899,nerusin,meneruskan
3900,netaas,menetas
3901,netes,menetes
3902,next , lanjut
3903,nga,enggak
3904,ngabis2in , menghabiskan
3905,ngabuburit , menunggu berbuka puasa
3906,ngaca,mengaca
3907,ngacaaa,mengaca
3908,ngaco,mengaco
3909,ngadain,mengadakan
3910,ngademin,mengademkan
3911,ngadu,mengadu
3912,ngajak,mengajak
3913,ngajar,mengajar
3914,ngajarin,mengajari
3915,ngaji,mengaji
3916,ngajuin,mengajukan
3917,ngak,enggak
3918,ngakaaaakkk,mengakak
3919,ngakak,mengakak
3920,ngakak , tertawa
3921,ngakakkk,mengakak
3922,ngaku,mengaku
3923,ngaku , mengaku
3924,"ngaku""",mengaku-ngaku
3925,ngalah,mengalah
3926,ngalahin,mengalahkan
3927,ngalir,mengalir
3928,ngalirrrrr,mengalir
3929,ngamatin,mengamati
3930,ngambek,mengambek
3931,ngambek , marah
3932,ngambekan,ambekan
3933,ngambeknya,mengambeknya
3934,ngambil , mengambil
3935,ngampus , pergi ke kampus
3936,ngamuk2 , ngamuk-ngamuk
3937,nganbek,mengambek
3938,nganggepin,menanggapi
3939,nganggur , tidak punya pekerjaan
3940,ngantar,mengantar
3941,nganteng,ganteng
3942,nganterin,mengantarkan
3943,ngantri,mengantri
3944,ngantri , mengantri
3945,ngapah , kenapa
3946,ngapain,mengapai
3947,ngapain,mengapa
3948,ngapain , sedang apa
3949,ngapasih,mengapa sih
3950,ngapus,menghapus
3951,ngarang,mengarang
3952,ngarep,mengharap
3953,ngareppppp,mengharap
3954,ngaret , terlambat
3955,ngarsipin,mengarsipkan
3956,ngaruh , berpengaruh
3957,ngasi,mengasih
3958,ngasih,mengasih
3959,ngasih , memberikan
3960,ngasih2,mengasih-ngasih
3961,ngata2in,mengata-ngatai
3962,ngata2in,mengatai-ngatai
3963,ngatai,mengatai
3964,ngatain,mengatai
3965,ngatur,mengatur
3966,ngawur , berbicara sembarangan
3967,ngayal,mengkhayal
3968,ngcpin,mengucapkan
3969,ngebala,bala
3970,ngebales,membalas
3971,ngebandel , berbuat bandel
3972,ngebantu,membantu
3973,ngebedain,membedakan
3974,ngebela,membela
3975,ngebelain,membela
3976,ngebenci,membenci
3977,ngebiarin,membiarkan
3978,ngebolehin,membolehkan
3979,ngebuktiin,membuktikan
3980,ngebully , intimidasi
3981,ngecek,mengecek
3982,ngeceng , kumpul bareng-bareng
3983,nged,banget
3984,ngeditnya,mengeditnya
3985,ngedukung,mendukung
3986,ngefans,fan
3987,ngegampar,menggampar
3988,ngegantiin,menggantikan
3989,ngegemesin,menggemaskan
3990,ngegmesin,menggemaskan
3991,ngegosip , bergosip
3992,ngeh,engah
3993,ngeh , sadar
3994,ngehakimi,menghakimi
3995,ngehancurin,menghancurkan
3996,ngehe , kesal
3997,ngehina,menghina
3998,ngehujat,menghujat
3999,ngeidealin,mengidealkan
4000,ngejatuhin,manjatuhkan
4001,ngejelek,menjelekkan
4002,ngejelek2in,menjelek-jelekkan
4003,ngejilat,menjilat
4004,ngejuangin,memperjuangkan
4005,ngekeh,kekeh
4006,ngekek,mengekek
4007,ngeklaim , mengklaim
4008,ngekos , tinggal di kos
4009,ngeksis , menjadi eksis
4010,ngelahirin,melahirkan
4011,ngelakuin,melakukan
4012,ngelamar , melamar
4013,ngelaporin,melaporkan
4014,ngelarang,melarang
4015,ngelawak,melawak
4016,ngelawan,melawan
4017,ngeles , berkilah
4018,ngelewati,melewati
4019,ngeliat,melihat
4020,ngeliat , melihat
4021,ngeliatin,melihati
4022,ngeliatnya,melihatnya
4023,ngelidur , menggigau
4024,ngelihat,melihat
4025,ngelihatnya,melihatnya
4026,ngeluarin,mengeluarkan
4027,ngelucu,melucu
4028,ngembali,kembali
4029,ngemeng,mengomong
4030,ngemeng , bicara terus-terusan
4031,ngentot , senggama
4032,ngentotin , senggama
4033,ngepake',memakai
4034,ngepoin,mengepoi
4035,ngerampas,merampas
4036,ngerampok , merampok
4037,ngerasa,merasa
4038,ngerasain,merasai
4039,ngerayain,merayakan
4040,ngerebut,merebut
4041,"ngerebut""",merebut-rebut
4042,ngerendahin,merendahkan
4043,ngerespon,merespons
4044,ngeri , seram
4045,ngeri2,ngeri-ngeri
4046,ngerii,ngeri
4047,ngeriiiiii,ngeri
4048,ngerrrriiii,ngeri
4049,ngerti,mengerti
4050,ngerti , mengerti
4051,ngertii,mengerti
4052,ngertiin,mengerti
4053,ngerussak,merusak
4054,ngeselin,mengesalkan
4055,nget,banget
4056,ngetik,mengetik
4057,ngets,banget
4058,ngetsz,banget
4059,ngettt,banget
4060,ngeuh,engah
4061,ngfans,fan
4062,ngg,enggak
4063,ngga,enggak
4064,ngga , tidak
4065,nggak,enggak
4066,nggak , tidak
4067,nggali,menggali
4068,nggeh,engah
4069,ngggk,enggak
4070,nggk,enggak
4071,ngibul , berbohong
4072,ngidam,mengidam
4073,ngikut , ikut
4074,ngikutin,mengikuti
4075,ngilang,menghilang
4076,ngilangin,menghilangkan
4077,ngiler , mau
4078,ngilerrrr,mengiler
4079,ngimpi,mimpi
4080,nginep , menginap
4081,ngingetin,mengingatkan
4082,nginjek,menginjak
4083,ngintilin,mengintil
4084,ngintip,mengintip
4085,ngiri,mengiri
4086,ngiri , iri
4087,ngiriii,mengiri
4088,ngirim,mengirim
4089,ngiringan,mengiringi
4090,ngiritya,mengiritnya
4091,ngisi , mengisi
4092,ngisiin , mengisikan
4093,ngitem,menghitam
4094,ngk,enggak
4095,ngkkkkkk,mengakak
4096,ngmg,mengomong
4097,ngmg , bicara
4098,ngmgin,mengomongkan
4099,ngmng,mengomong
4100,ngmng , bicara
4101,ngmngin,mengomongkan
4102,ngmngnya,mengomongnya
4103,ngn , dengan
4104,ngo , non governmental organization
4105,ngobrol,mengobrol
4106,ngoceh,mengoceh
4107,ngocok,mengocok
4108,ngocol , lucu
4109,ngolokin,mengolok
4110,ngom,mengomong
4111,ngomen,mengomentari
4112,ngomenin,mengomentari
4113,ngomentarin,mengomentari
4114,ngomentnya,mengomentarinya
4115,ngomng,mengomong
4116,ngomomg,mengomong
4117,ngomong,mengomong
4118,ngomong , bicara
4119,"ngomong""",ngomong-ngomong
4120,ngomongin,mengomongkan
4121,ngomongin , membicarakan
4122,ngomongnya,mengomongnya
4123,ngorbanin,mengorbankan
4124,ngp,mengapa
4125,ngrasain,merasai
4126,ngrebut,merebut
4127,ngri,negeri
4128,ngriii,mengiri
4129,ngrti,mengerti
4130,ngrusak,merusak
4131,ngrusin,mengurusi
4132,ngtain,mengatai
4133,ngtif,negatif
4134,ngubek2 , mencari-cari
4135,nguburin,menguburkan
4136,ngucapin,mengucapkan
4137,ngulangin,mengulangi
4138,ngumbar,mengumbar
4139,ngumbar2,mengumbar-umbar
4140,ngumpat2,mengumpat-ngumpat
4141,ngumpet , sembunyi
4142,"ngumpet""",mengumpet-ngumpet
4143,ngumpul , berkumpul
4144,ngumung,mengomong
4145,ngungkit2,mengungkit-ungkit
4146,ngurus,mengurus
4147,ngurus , mengurus
4148,ngurusan,mengurusi
4149,ngurusin,mengurusi
4150,ngurusin,mengurus
4151,ngusir2 , usir-usir
4152,nh,nih
4153,nh , nih
4154,nha,nya
4155,ni,ini
4156,ni,nih
4157,ni , ini
4158,nice , bagus
4159,nich,nih
4160,nie,ini
4161,nie,nih
4162,nie , ini
4163,niech , nih
4164,nih , ini
4165,nih2,nih-nih
4166,nihh,nih
4167,nihhh,nih
4168,nii,ini
4169,niih,nih
4170,niihh,nih
4171,niiih,nih
4172,niiihh,nih
4173,niiiihh,nih
4174,nikaah,nikah
4175,nikahin,menikahi
4176,nikahkah , nikahkan
4177,nikmatin,menikmati
4178,nilai2,nilai-nilai
4179,nimbrung , ikut serta
4180,nimpuk,menimpuk
4181,ninggalin,meninggalkan
4182,ninggiin,meninggikan
4183,nipu , tipu
4184,niru,meniru
4185,nitizen ,netizen
4186,niyh , nih
4187,niyyyyhhhh,nih
4188,njay,anjay
4189,njayyy,anjay
4190,njerr,anjir
4191,njiirr,anjir
4192,njir,anjir
4193,njirr,anjir
4194,njirrr,anjir
4195,njrittt,anjir
4196,nk , ingin
4197,nkah , nikah
4198,nm,nama
4199,nmbah,bertambah
4200,nmbah,menambah
4201,nmbk,menembak
4202,nmenarik , menarik
4203,nmnya,namanya
4204,nmpk,nampak
4205,nmr,nomor
4206,nmr , nomor
4207,nnt,nanti
4208,nnt , nanti
4209,nnti,nanti
4210,nnti , nanti
4211,nntn,menonton
4212,nntn , nonton
4213,nnton,menonton
4214,no , nomor
4215,nobar,menonton bareng
4216,nobar , nonton bareng
4217,nolongin,menolong
4218,nongkrong , kumpul-kumpul
4219,nonton,menonton
4220,nontonnnn,menonton
4221,nontonny,menontonnya
4222,nontonx,menontonnya
4223,nontonya,menontonnya
4224,nontoonnn,menonton
4225,novembr,november
4226,np,kenapa
4227,np , now playing
4228,nraktir,mentraktir
4229,nrka,neraka
4230,nrp , narapidana
4231,nt,nanti
4232,ntab,mantab
4233,ntaf,mantap
4234,ntah,entah
4235,ntap,mantap
4236,ntap , mantap
4237,ntappp,mantap
4238,ntapsss,mantap
4239,ntar,entar
4240,ntar , nanti
4241,ntar , sebentar
4242,nti,nanti
4243,ntik,cantik
4244,ntikk,cantik
4245,ntn,menonton
4246,ntn,nonton
4247,ntn , nonton
4248,nton,menonton
4249,ntr,entar
4250,nu , nahdatul ulama
4251,nuduh,menuduh
4252,nuhun , terima kasih
4253,nulis,menulis
4254,numpuk , bertumpuk
4255,nunduk,menunduk
4256,nunggu,menunggu
4257,nunggu , menunggu
4258,nungguin,menunggu
4259,nuntut,menuntut
4260,nusuk,menusuk
4261,"nutup""in",menutup-nutupi
4262,nutupin,menutupi
4263,nutupin , menutupi
4264,ny,nya
4265,ny , nya
4266,nyaa,nya
4267,nyaaa,nya
4268,nyaaaa,nya
4269,nyaaaaaaa,nya
4270,nyaaaaaaaaa,nya
4271,nyaaaaaaaaaaaaa,nya
4272,nyadar,menyadari
4273,nyadar,sadar
4274,nyadar,menyadar
4275,nyah,nya
4276,nyaingin , saing
4277,nyakitin,menyakiti
4278,nyalahin,menyalahkan
4279,nyalahin , salah
4280,nyamain,menyamakan
4281,nyambet,menyambat
4282,nyambung,menyambung
4283,nyambungin,menyambung
4284,nyampah,menyampah
4285,nyampah , membuat sampah
4286,nyampe,sampai
4287,nyampein,menyampaikan
4288,nyampenya,sampainya
4289,nyampyr , nyampur
4290,nyang , yang
4291,nyangka,menyangka
4292,nyangkaa,menyangka
4293,nyangkutnya,menyangkutnya
4294,nyanyiin,menyanyikan
4295,nyanyiin,nyanyikan
4296,nyanyiin,menyanyi
4297,nyaranin,menyarankan
4298,nyaranin,menyarani
4299,nyari,mencari
4300,nyari , mencari
4301,nyariin , mencari
4302,nyaru,menyaru
4303,nyasar , tersesat
4304,nyatakan,menyatakan
4305,nyatok,mencatok
4306,nyebelin,menyebalkan
4307,nyebur,mencebur
4308,nyebut2,menyebut-nyebut
4309,nyebutin,menyebutkan
4310,nyekar , menyekar
4311,nyela,mencela
4312,nyela , cela
4313,nyelesain,menyelesaikan
4314,nyembah , sembah
4315,nyemot , ambil
4316,nyempetin,menyempatkan
4317,nyender,menyandar
4318,nyenengin,menyenangkan
4319,nyengir,menyengir
4320,nyeniii,menyeni
4321,nyeplak,menjiplak
4322,nyerang,menyerang
4323,nyerang , serang
4324,nyerocooooos,mencerocos
4325,nyerocos,mencerocos
4326,nyesek,menyesak
4327,nyesel,menyesal
4328,nyesell,menyesal
4329,nyet,monyet
4330,nyia2in,menyia-nyiakan
4331,nyiapin , mempersiapkan
4332,nyicil , mencicil
4333,nyimak,menyimak
4334,nyimpen,menyimpan
4335,nyindir,menyindir
4336,nyindirin,menyindir
4337,nyinyirin,nyinyir
4338,nyir2,nyinyir
4339,nyiram , menyiram
4340,nympr , nyampur
4341,nyo,nya
4342,nyoba,mencoba
4343,nyobain,mencoba
4344,nyoblos , mencoblos
4345,nyok,yuk
4346,nyok , ayo
4347,nyokap , ibu
4348,nyolong,mencolong
4349,nyolot,menyolot
4350,nyolotinnnn,menyolot
4351,nyta,nyata
4352,nyubit,mencubit
4353,nyubitt,mencubit
4354,nyupir,menyopir
4355,nyusahhin,menyusahkan
4356,nyusahin,menyusahkan
4357,nyusul,menyusul
4358,o , oleh
4359,o/ , oleh
4360,oalaaaa,walah
4361,odmk , orang dengan masalah kejiwaan
4362,ogah , tidak mau
4363,ogut,saya
4364,ohh,oh
4365,ohhhh,oh
4366,oia , oh iya
4367,ok,oke
4368,ok , ok
4369,okay,oke
4370,okt , oktober
4371,ol , oleh
4372,ol , online
4373,oles2,oles-oles
4374,olh,oleh
4375,oma2,oma-oma
4376,omaaaaaaakk,oma
4377,omdo,omong doang
4378,omdo , omong doang
4379,omg , oh my god
4380,omong2 , ngomong-ngomong
4381,omongin,mengomongkan
4382,omongin,omongkan
4383,ongkiir,ongkir
4384,ongkir , ongkos kirim
4385,ongkirr,ongkir
4386,ono,sono
4387,onoh,sono
4388,ooh,oh
4389,oom,om
4390,oon , bodoh
4391,oooh,oh
4392,oot , out of topic
4393,oplas,operasi plastik
4394,oprasi,operasi
4395,oprasiya,operasinya
4396,or,orang
4397,orabg,orang
4398,"orang""",orang-orang
4399,"orang""nya",orang-orangnya
4400,orang2,orang-orang
4401,orange , oranye
4402,orangg,orang
4403,org,orang
4404,org , orang
4405,org2,orang-orang
4406,org2 , orang-orang
4407,orglaen , orang lain
4408,orgny,orangnya
4409,orgtuanya,orang tuanya
4410,ori,orisinal
4411,orkes , olahraga dan kesehatan
4412,orlaen,orang lain
4413,orng,orang
4414,orrunya,orang tuanya
4415,ortu,orang tua
4416,ortu , orang tua
4417,ortuny,orang tuanya
4418,ortunya,orang tuanya
4419,ospek , orientasi studi dan pengenalan kampus
4420,otda , otonomi daerah
4421,otot2,otot-otot
4422,otre , ok
4423,otw ," on the way, sedang di jalan"
4424,our , kami
4425,owalaah,walah
4426,owh,oh
4427,p , per
4428,p.s , pesan
4429,p0rn , porno
4430,pa,apa
4431,pa , apa
4432,pa2,apa-apa
4433,paaak,pak
4434,paati,pasti
4435,pacal , pacar
4436,pacara,pacaran
4437,pacarane,pacarannya
4438,pacaranya,pacarannya
4439,pacarn,pacaran
4440,pacarnyaa,pacarnya
4441,pacarr,pacar
4442,pacarrr,pacar
4443,padahall,padahal
4444,padahl,padahal
4445,padet,padat
4446,padetan,padatan
4447,padhe,pakde
4448,padhl,padahal
4449,pahalax,pahalanya
4450,pahamin,pahami
4451,pahamin,memahami
4452,pahe , paket hemat
4453,pait,pahit
4454,pake,pakai
4455,pake , pakai
4456,pakek,pakai
4457,pakek , pakai
4458,pakke,pakai
4459,paksain,memaksa
4460,paksain,memaksakan
4461,pala,kepala
4462,pala , kepala
4463,palgi,apalagi
4464,palinf,paling
4465,palingann,palingan
4466,pan,kapan
4467,pandanginya,memandanginya
4468,panggilan'y,panggilannya
4469,panggilan'ya,panggilannya
4470,panglingg,pangling
4471,panja , panitia kerja
4472,pankapan,kapan-kapan
4473,pans,fan
4474,pansus , panitia khusus
4475,pantes,pantas
4476,pantess,pantas
4477,pantura , pantai utara
4478,papahhhnya,papahnya
4479,papiii,papi
4480,para2,parah-parah
4481,paraa,para
4482,paraaah,parah
4483,paraah,parah
4484,parahh,parah
4485,paranoid , takut
4486,paripurnahh,paripurna
4487,parno , takut
4488,parpol,partai
4489,parpol , partai politik
4490,parsis,persis
4491,parte , partai
4492,pas2an,pas-pasan
4493,pas2an , pas-pasan
4494,pasangn,pasangan
4495,"pasien""nya",pasien-pasiennya
4496,pass,pas
4497,passs,pas
4498,past,pasti
4499,pastii,pasti
4500,pasutri , pasangan suami istri
4501,patas , cepat dan terbatas
4502,payahh,payah
4503,pcar,pacar
4504,pcaran,pacaran
4505,pcaranya,pacarannya
4506,pcarny,pacarnya
4507,pcran,pacaran
4508,pcrn,pacaran
4509,pcrnya,pacarnya
4510,pd,pada
4511,pd,percaya diri
4512,pd , pada
4513,pda,pada
4514,pdahal,padahal
4515,pdhal,padahal
4516,pdhall,padahal
4517,pdhl,padahal
4518,pdhl , pada hal
4519,pdhl , padahal
4520,pdip , partai demokrasi Indonesia perjuangan
4521,pdng,padang
4522,pdskji , perhimpunan dokter spesialis kedokteran jiwa indonesia
4523,pdt , padat
4524,pecahan2 , pecahan-pecahan
4525,pecahhg,pecah
4526,pede,percaya diri
4527,pede , percaya diri
4528,pedes,pedas
4529,pedesssss,pedas
4530,peduliin,mempedulikan
4531,pedulilaaaah,pedulilah
4532,peen,pengin
4533,peengn,pengin
4534,pegang2,pegang-pegang
4535,pegangin,memegang
4536,pelanggarab , pelanggaran
4537,pelastik,plastik
4538,pelatda , pemusatan latihan daerah
4539,pelatnas , pemusatan latihan nasional
4540,pelcehn , pelecehan
4541,peleotin,meleot
4542,peliharaaaa,pelihara
4543,pelwak,pelawak
4544,pemainy,pemainnya
4545,pembokat , pembantu
4546,pemda , pemerintah daerah
4547,pemilu , pemilihan umum
4548,pemko , pemerintah kota
4549,pemkot , pemerintah kota
4550,pemprov , pemerintah provinsi
4551,pemred , pemimpin redaksi
4552,pen,pengin
4553,penasaraaann,penasaran
4554,penasarannnn,penasaran
4555,penasarn,penasaran
4556,penbelian,pembelian
4557,pendukung2 , pendukung-pendukung
4558,penertiban , tertib
4559,pengalam,pengalaman
4560,pengan,pengin
4561,penganten,pengantin
4562,pengeeenn,pengin
4563,pengen,pengin
4564,pengen , ingin
4565,pengenn,pengin
4566,pengennn,pengin
4567,pengennnn,pengin
4568,penghrgaan,penghargaan
4569,pengikuy,pengikut
4570,pengn,pengin
4571,pengrusak,perusak
4572,penjas , pendidikan jasmani
4573,penmas , pendidikan masyarakat
4574,pensaran,penasaran
4575,pentass,pentas
4576,pentingg,penting
